X,Y,INTERSECTIONID,ROUTEID,MEASURE,INTERSECTIONNAME,GRADE,INTERSECTIONKEY,ACISA,SE_ANNO_CAD_DATA,OBJECTID
-8575274.86820711,4705764.16567712,14001502_14049792_64063402A_64063402A,14001502,71.81500244,15TH ST SW & JEFFERSON DR SW & NATIONAL MALL TRAIL SW,13,b150949f10201cf7692ad3b20a95e26a,1242,,4965214
-8579151.86408943,4708083.16689997,11003402_11057852,11057852,4984.96484375,M ST NW & 34TH ST NW,13,1b5eb0a2e4b6d11caa9305c205535814,6024,,4965217
-8569621.11846408,4708646.10734365,12062462_12086642,12062462,972.29699707,MOUNT OLIVET RD NE & TRINIDAD AVE NE,13,e64839fe513d03e68967a02d9fac6b27,3251,,4965218
-8574907.3341791,4714329.93450238,11001302_11011052_47065182,11011052,1232.85998535,ARKANSAS AVE NW & Alley-47065182 & 13TH ST NW,13,dd0e9c72035c0b8af465035423b4f3f8,5031,,4965221
-8574954.17523493,4704902.85031686,14058502A_36004802,14058502A,175.86199951,MAINE AVE SW & Ramp-36004802,14,dc000609d6553045ab862cff0da315bd,1387,,4965226
-8571767.52748879,4716652.58971155,12031982_12076242,12031982,8872.06542969,EASTERN AVE NE & RITTENHOUSE ST NE,13,d5d2213a5739c09a65fce99047b62452,5181,,4965230
-8569262.87078471,4705583.5263736,13001802_13047972,13001802,245.48300171,18TH ST SE & INDEPENDENCE AVE SE,13,9bbdd26a59e4efb1a083d94d1f9f40d4,4264,,4965238
-8576599.23824774,4707459.50766621,11002002_11047772_11069812,11069812,3295.98608398,PENNSYLVANIA AVE NW & I ST NW & 20TH ST NW,13,7017cfabaae3a8e69d6a603f5e2ff18a,1129,,4965275
-8567917.44507767,4701626.7819964,13009362_13059032_58014092,13009362,3769.62402344,ALABAMA AVE SE & Driveway-58014092 & MARION BARRY AVE SE,,34caed4f9679d8a2589eff9e0432d2ab,4096,,4965281
-8565841.85904203,4705898.0443861,13012092_13083132_15031912_36000372,36000372,0,Ramp-36000372 & B ST SE & STODDERT PL SE & EAST CAPITOL ST BN,13,297288e8f297fac010ab639b904f6910,4181,,4965286
-8574906.64166386,4715403.03711196,11001302_11052062,11001302,6626.71484375,13TH ST NW & KENNEDY ST NW,,0f43b1ff20fad66fbb0f07f303c4afc7,5043,,4965304
-8576244.45219709,4706784.79406411,11001802_11031332_11064672,11031332,2771.24609375,E ST NW & 18TH ST NW & NEW YORK AVE NW,13,8431f62e3aec6a0bd9e9a36a088d8c24,1087,,4965307
-8575451.9161699,4707549.68601164,11001502_11047772_11089442,11047772,2011.12097168,I ST NW & 15TH ST NW & VERMONT AVE NW,13,5999548982c6caea51a926e8d2d45d7a,1036,,4965326
-8572955.05933371,4708737.63195004,11000102_11068382,11000102,2034.5880127,1ST ST NW & P ST NW,13,5033d7671b6a0173b73bbf3176a5dc80,3004,,4965331
-8571162.22300843,4700933.91870802,13021202_13059452_58022452,58022452,0,Driveway-58022452 & MARTIN LUTHER KING JR AVE SE & CEDAR DR SE,13,ce06e04057a105dba997ef65e76e0c08,4127,,4965338
-8574269.1477567,4709586.01764352,11000902_11084562,11084562,1205.67797852,T ST NW & 9TH ST NW,13,fe408eaa596ff47aacc599cdd598b2c3,2241,,4965346
-8578912.25357693,4714211.8247095,11009492_11025152,11009492,1134.47094727,ALBEMARLE ST NW & CONNECTICUT AVE NW,13,c1eb3d310353d96182473164da2d14fc,6062,,4965362
-8574898.60029547,4709161.92392278,11001302_11074162,11074162,1784.85705566,R ST NW & 13TH ST NW,,42c0ef37c68aa962fb7fec87b4770295,2143,,4965366
-8571664.43911407,4711166.80282634,12000402_12055642_47032122,12000402,3808.56103516,4TH ST NE & LINCOLN RD NE & Alley-47032122,,1efaf31e1d1166bbc99b8850b8a2e7e6,3227,,4965373
-8574391.50265603,4713351.17937772,11000902_11088012,11088012,1021.55499268,UPSHUR ST NW & 9TH ST NW,13,6d97cbb3ccd04869442daad7de7cee4f,5260,,4965392
-8568825.5931815,4709379.73829831,12015992_12061552_12077672,12015992,1724.64501953,BLADENSBURG RD NE & MONTANA AVE NE & S ST NE,13,950ef0244426392440fbbea0cdcb3e5c,3142,,4965419
-8576928.5012524,4706788.76575272,11031332_58018132,58018132,0,Driveway-58018132 & E ST NW,13,6da956c372269b8c20298dd9e838034a,1193,,4965471
-8569262.66789566,4707477.20923239,12001702_12047772_58013612,58013612,136.76899719,Driveway-58013612 & 17TH ST NE & I ST NE,13,d27d53bbdbbe5979192cd5867a413e38,3122,,4965490
-8573816.4146051,4708949.6319524,11000602_11072862,11000602,2114.43994141,6TH ST NW & Q ST NW,13,e5a2e37deae888101a6282fbcb865411,3018,,4965495
-8572954.72066231,4708255.36025005,11000102_11064672,11000102,1660.34899902,1ST ST NW & NEW YORK AVE NW,13,463efc5e5b0229dac099c6333e8a48fd,3002,,4965497
-8566048.96359815,4706476.29694725,12029702_12061162,12061162,519.73901367,MINNESOTA AVE NE & DIX ST NE,,4b2ff13f1a7acc007564809c9371fcb6,4081,,4965500
-8574349.55729563,4712893.52457723,11040042_11074682,11074682,733.82897949,RANDOLPH ST NW & GEORGIA AVE NW,13,feac1217b06fa51dc7c8fa838512fd2c,5144,,4965508
-8574155.63606434,4707332.02655259,11000802_11042442,11000802,418.51400757,8TH ST NW & H ST NW,13,50d41659bda45a9341ae779645712d0c,1388,,4965534
-8573387.03564824,4715299.10749937,11000302_11049922,11000302,3945.68310547,3RD ST NW & JEFFERSON ST NW,,3d1a56708c2015f58abb9564b2b27896,5004,,4965547
-8571174.49288106,4706245.35269865,12000702_12059602,12000702,245.26400757,7TH ST NE & MASSACHUSETTS AVE NE,13,342fb69440a3faa8767d6e62d5ea58d9,3078a,,4965554
-8571933.11407029,4713188.15903505,12043292_12084892,12084892,121.26000214,TAYLOR ST NE & HAREWOOD RD NE,13,4105ef4ed7b5df59fc2ac68bbdec1276,5205,,4965576
-8572843.64614924,4706439.99454116,11019822_11057132,11019822,55.76399994,C ST NW & LOUISIANA AVE NW,13,c9cd68dc7a731a0c5509e59a265a046d,2073,,4965579
-8577034.81171118,4708112.26181289,11002202_11057852,11057852,3334.80200195,M ST NW & 22ND ST NW,13,291db0527cb0f0fe7607553a3b597800,1150,,4965580
-8576190.04253115,4709791.73325045,11036722_11087232,11087232,2400.79492188,U ST NW & FLORIDA AVE NW,13,a5e2c0fec31d78191d8cc11b626c9e33,1374,,4965581
-8563984.49881375,4704307.22587102,13015342_13042442,13015342,1343.15197754,BENNING RD SE & H ST SE,13,663a9729bcdd1dac58b7c7dac9a72749,4112,,4965583
-8570611.88735363,4709301.15723596,12064672_36005422,12064672,1702.60498047,NEW YORK AVE NE & Ramp-36005422,13,a6c3d963987908aab225e8d9a649cb5f,3246,,4965599
-8574899.13993167,4707893.16216025,11001302_11053492,11001302,920.315979,13TH ST NW & L ST NW,,76dabc33dd0443a36a09d751e00487d5,2138,,4965605
-8571427.68169532,4708165.80129649,12000602_12057852,12057852,921.18597412,M ST NE & 6TH ST NE,13,a9b8939d1e67c1c3e0f80f950e8213a8,3077,,4965610
-8571546.3870769,4707718.14742412,12000502_12050892,12000502,1299.92004395,5TH ST NE & K ST NE,13,94a7b095e5e7433815866cceae12f8f7,3068,,4965626
-8576242.87541818,4707549.89789503,11001802_11047772,11047772,2627.59106445,I ST NW & 18TH ST NW,13,451726c880216272c7e96357b108ec2b,1091,,4965628
-8577184.7669422,4706228.01489544,11002302_11025352_11025352A_11025352A,11002302,209.14700317,23RD ST NW & CONSTITUTION AVE NW & CONSTITUTION AVE NW,13,50b03698cb3f10e4e90d84290ed0e96d,1155,,4965650
-8576435.85890668,4709162.18260651,11001902_11074162,11001902,2145.38208008,19TH ST NW & R ST NW,13,19f438bdec93ade7553505dd898b101e,1115,,4965655
-8573555.48227357,4704961.54382454,14000402_14031332,14031332,545.48101807,E ST SW & 4TH ST SW,13,a6ffd13fc65fe44b1209225542e7d2c7,2188,,4965659
-8579745.39366518,4711452.01432281,11059602_11094052,11059602,6205.67578125,MASSACHUSETTS AVE NW & WISCONSIN AVE NW,13,595cf3a189d72fd612e11f2a9fab991f,6144,,4965673
-8570658.49327918,4706215.72304526,12001102_12025352,12025352,1524.26098633,CONSTITUTION AVE NE & 11TH ST NE,13,b3029bc2fbed6050869e2c9ac40f35a3,3095,,4965707
-8574277.50053028,4707777.54464304,11000902_11059602_11062592,11062592,184.28900146,ALLEN Y LEW PL NW & 9TH ST NW & MASSACHUSETTS AVE NW,13,4eacb8c761c857b6f0063f1e106b9d8c,2077,,4965732
-8577253.48807397,4707698.20768108,11091262_36003302_36004842,11091262,296.43499756,WASHINGTON CIR NW & Ramp-36003302 & Ramp-36004842,14,4405fcab726efa341c4497d610129634,1382,,4965736
-8570958.2403844,4699306.95550287,13009362_13092882,13092882,0,WHEELER RD SE & ALABAMA AVE SE,13,a54fb33e055b4e099531f0d2cdfe40f1,4105,,4965747
-8574721.22361868,4715402.96702577,11040042_11052062,11040042,4472.68017578,GEORGIA AVE NW & KENNEDY ST NW,13,099433219972b77930d61e39ed126b40,5135,,4965773
-8568812.82075812,4703263.33687336,13002202_13061162_13063502,13063502,352.0039978,NAYLOR RD SE & 22ND ST SE & MINNESOTA AVE SE,13,e48d1ffbdaf258af121ffe585d07f453,4132,,4965777
-8574367.72551675,4704543.11280623,14000902_14029602_14029602A_14029602A_14029602A_14058502,14000902,1052.06604004,9TH ST SW & DISTRICT SQ SW & DISTRICT SQ SW & MAINE AVE SW,13,800ace3a2cdc5115f702b57ca1b05ff4,2233,,4965779
-8576723.83856534,4709373.36262488,11025152_11077672,11025152,1543.43701172,CONNECTICUT AVE NW & S ST NW,13,ba899816bfd1ee09df7b962e9845652c,1144a,,4965830
-8574685.71776718,4716653.84908576,11040042_11076242,11076242,1349.22900391,RITTENHOUSE ST NW & GEORGIA AVE NW,13,12800671291ae714f21ae7e88cb00fbe,5145,,4965848
-8574899.75931571,4718987.57860527,11001302_11009422_11044202,11009422,918.76898193,ALASKA AVE NW & HEMLOCK ST NW & 13TH ST NW,13,35f6b9856ea90d5385812f241c8e6cfb,5030,,4965849
-8575826.19328889,4707387.47898311,11025152_11042442_11049202,11049202,161.43099976,JACKSON PL NW & CONNECTICUT AVE NW & H ST NW,13,8a106c7d18f1f70f87946d3c346eae21,1177,,4965859
-8569840.96996097,4705550.71762006,13059602_36000682_36000692,36000692,0,Ramp-36000692 & Ramp-36000682 & MASSACHUSETTS AVE SE,13,f563c17a3f27777840bb79f2f2efb232,4046d,,4965879
-8570600.94581186,4702128.8484953,13023142_13059452,13023142,174.2749939,CHICAGO ST SE & MARTIN LUTHER KING JR AVE SE,13,3ab0e1e02855fb561b1f38c0e811c3f7,4123,,4965937
-8576438.98568384,4707719.69837286,11001902_11050892,11001902,1157.22497559,19TH ST NW & K ST NW,13,a3824894d12d4c51dc65e5bcb3dc99bf,1111,,4965945
-8574728.68277556,4706646.13488444,11001202_11069812,11069812,1429.42602539,PENNSYLVANIA AVE NW & 12TH ST NW,,673ab05b16e188c798602054ffec06d9,2127,,4965949
-8582140.01654762,4709594.42483263,11057912_11075332_11093082,11075332,2586.80810547,RESERVOIR RD NW & MACARTHUR BLVD NW & WHITEHAVEN PKWY NW,13,3356450c6ae50778f95bc0824bfe128a,6100,,4965956
-8564212.06319143,4704823.35801891,13015342_13034382,13015342,904,BENNING RD SE & F ST SE,13,63f9c5101466ec25ade857b0a55f65ee,4110,,4965981
-8568726.07624003,4712193.8274908,12002202_12081442,12081442,2423.10205078,SOUTH DAKOTA AVE NE & 22ND ST NE,13,95af3d7706724a418918f3671e1e935a,3204a,,4965996
-8573291.50769806,4704395.87146481,14000302_14047772,14000302,949.7869873,3RD ST SW & I ST SW,13,f9fb8d1576c5d5c1d6610cb809b6b4e3,2181,,4966013
-8580406.67487266,4713929.68899581,11063762_11085182,11063762,2232.82299805,NEBRASKA AVE NW & TENLEY CIR NW,14,71a86b3800600cf1f4c9bf3f6edb6dca,6156,,4966043
-8578992.31828328,4711645.60062348,11003402_11023922,11023922,1062.26501465,CLEVELAND AVE NW & 34TH ST NW,13,38726f0d0e888a6084bbf9f8b2d164b3,6022,,4966076
-8567341.51942466,4711361.42341005,12015992_12031652,12031652,129.44599915,EARL PL NE & BLADENSBURG RD NE,13,2cdd7c9b37343061067d37645c98a54b,3140,,4966090
-8572955.09034404,4708584.49401246,11000102_11065842,11000102,1915.75695801,1ST ST NW & O ST NW,13,3cbb8fd5fe6730a5a805b16f171d22b0,3003,,4966117
-8575662.54479311,4711243.84550332,11001602_11010792,11001602,3049.33789063,16TH ST NW & ARGONNE PL NW,13,c7607310c4409e4369e1e6512074bfab,5092,,4966131
-8570737.74903001,4702033.98219273,13059452_13084632,13084632,103.79199982,TALBERT ST SE & MARTIN LUTHER KING JR AVE SE,13,f76abb8f5d8d190d809828fe2f20f914,4224,,4966149
-8576760.15758399,4709645.96974242,11024632_11025152_11055122_11084562,11024632,3184.04492188,COLUMBIA RD NW & CONNECTICUT AVE NW & LEROY PL NW & T ST NW,13,a01e1581f0c54c313d7af7e6d6ee2e24,1179,,4966217
-8571040.25342725,4705900.5986972,12000802_13000802_15031912,12000802,0,8TH ST NE & 8TH ST SE & EAST CAPITOL ST BN,,3ca1fc6b46829399018b1922a3700fbf,4065,,4966224
-8575885.02660519,4709162.52872638,11001702_11074162,11001702,2654.19897461,17TH ST NW & R ST NW,13,645e238458a0caa60a906555d6c10dcf,1081,,4966232
-8579717.04933134,4710583.77279333,11020022_11094052,11020022,1473.67199707,CALVERT ST NW & WISCONSIN AVE NW,13,ffdec7134c196e0c1c65b0fd3ef41591,6132,,4966246
-8563582.25241332,4705894.85990851,12029642_15031912,12029642,0,DIVISION AVE NE & EAST CAPITOL ST BN,,9b53b42d23c238180d1cb70db3d0d0da,4187,,4966257
-8575885.66985899,4708738.18149356,11001702_11068382,11001702,2324.92797852,17TH ST NW & P ST NW,13,d0818414493dcb3e27e9ed0f6b12382f,1078,,4966265
-8574726.95642464,4707331.64714083,11001202_11042442,11042442,1742.32495117,H ST NW & 12TH ST NW,,4c03024a0c7d01f4f653016d4f7bbcff,2120,,4966267
-8574546.46007036,4718721.06174246,11040042_11040172,11040172,355.46099854,GERANIUM ST NW & GEORGIA AVE NW,13,9813df9e37177acb314594315574fd0a,5129,,4966277
-8573082.59846776,4707547.31693054,11000202_11047772_11064282,11064282,1065.23095703,NEW JERSEY AVE NW & 2ND ST NW & I ST NW,,6e28669b82b76b5a23072d85a706bc71,1391,,4966287
-8573827.23489768,4709597.90443125,11000602_11084562,11084562,910.14898682,T ST NW & 6TH ST NW,13,e6c3db4c6802019a537dbf843a7d842b,3021,,4966292
-8573473.26089669,4709375.8844435,11036722_11075462,11036722,767.20202637,FLORIDA AVE NW & RHODE ISLAND AVE NW,13,ce6e2f4fe999a1e9a45563e5c4339d8c,3013,,4966316
-8569987.13385279,4707255.47097553,12001402_12059472,12059472,1741.37597656,MARYLAND AVE NE & 14TH ST NE,,002262425ca7ce7bd1a2cf21d5510024,3111,,4966332
-8570654.63584375,4703727.01637075,13001102_13063182,13001102,1687.23095703,11TH ST SE & N ST SE,13,5d6605e6390d77ff0e51efb9cec09f71,4040,,4966338
-8576241.49530951,4708395.25930518,11001802_11063182,11063182,2591.68896484,N ST NW & 18TH ST NW,13,23dc3b30d968779984fa11434bbd0557,1096a,,4966339
-8579633.14695285,4715805.19014767,11025152_11049982,11025152,7062.53515625,CONNECTICUT AVE NW & JENIFER ST NW,13,938c2e4c669b7a951b502ddcb09cf7d4,6070,,4966346
-8576439.83751016,4706980.31103944,11001902_11034382,11001902,583.4050293,19TH ST NW & F ST NW,13,5f3885ce5ef302749b341148a370fab2,1107,,4966352
-8569236.06286615,4708392.57286836,12015992_36001752_36003692,12015992,888.2880249,BLADENSBURG RD NE & Ramp-36001752 & Ramp-36003692,14,11862382341eb851d47f8cf011e50790,3252,,4966363
-8575668.49573147,4707893.48911055,11001602_11053492,11001602,449.70001221,16TH ST NW & L ST NW,,4996d9c807fb909ec515bfaf2295341c,1053,,4966387
-8568434.10968922,4711834.80274842,12075462_12081442,12081442,2063.53295898,SOUTH DAKOTA AVE NE & RHODE ISLAND AVE NE,13,12124139fb7af9a04b45137cc4be352f,3197,,4966389
-8577422.3618465,4710916.64432577,11002402_11025152,11025152,2898.29003906,CONNECTICUT AVE NW & 24TH ST NW,13,88a3a9205e2a6f5c8b7352162a277711,6004,,4966399
-8570463.31839346,4702334.0146505,13059452_13090152,13090152,154.48300171,W ST SE & MARTIN LUTHER KING JR AVE SE,13,2aa5714c10c839a1a138234d8cc359df,4131,,4966400
-8572457.03715108,4713540.84952638,12023852_36005332,12023852,96.46299744,CLERMONT DR NE & Ramp-36005332,,795bcded07c73ac66fb6efc453ea9cb1,5196a,,4966423
-8568589.67132631,4703716.47668858,13034512_13069812_36005072,36005072,0,Ramp-36005072 & FAIRLAWN AVE SE & PENNSYLVANIA AVE SE,14,bab0627e3974628730209d498841088e,4236,,4966426
-8575666.16249063,4708949.88273668,11001602_11072862,11001602,1269.44897461,16TH ST NW & Q ST NW,13,f7e4d3cd2ae5bae1d401a9a544b892f1,1056,,4966467
-8576633.8525033,4706575.79516221,11002002_11089892,11002002,156.44200134,20TH ST NW & VIRGINIA AVE NW,,810324ecc028bb6edb22eb1bad279823,1131,,4966476
-8572256.27089926,4708567.3218459,12000102_12064672,12000102,1996.22302246,1ST ST NE & NEW YORK AVE NE,,5550184a53d9dd124c0f9b81fea894c1,3031,,4966487
-8578618.23725278,4708334.91920497,11063182_11094052,11063182,4224.14990234,N ST NW & WISCONSIN AVE NW,13,97ca3451e8a51238ef097eb84ceec72a,6145,,4966511
-8570634.22796065,4703539.54143711,13001102_13065842,13065842,407.56201172,O ST SE & 11TH ST SE,13,5b97127c6aa9687c42fcfcf2d522ce9b,4259,,4966533
-8576793.72280506,4707893.96781675,11002102_11053492,11002102,1292.32299805,21ST ST NW & L ST NW,,d8e74e9ab2e15b35747c4a271c68060e,1139,,4966559
-8574945.70874418,4716571.98592143,11001302_11037572,11037572,0,FORT STEVENS DR NW & 13TH ST NW,,c0b6721abb932b5e5a92dadef59e7159,5037,,4966563
-8572256.6675723,4706612.68605428,12000102_12026912,12000102,552.17999268,1ST ST NE & D ST NE,,6cf5971ff99cf967bc55c42d705f575d,2160,,4966568
-8575244.45027203,4713044.83246169,11001402_11079562,11079562,1537.10205078,SHEPHERD ST NW & 14TH ST NW,13,4361fd26c25950192a3f367a95c73a8e,5234,,4966570
-8568958.21712565,4707196.56962541,12001902_12015342*1,12015342,638.99401855,BENNING RD NE & 19TH ST NE,13,c7c105ea8bfbbdcc181603c0904657df,3129,,4966571
-8570907.46867711,4703994.10521686,13000902_13057852,13057852,1330.13696289,M ST SE & 9TH ST SE,13,7f17737e2fa2e7d7bd40f7a33c68c5a5,4031,,4966580
-8572395.25126013,4709857.35835606,12055642_12075462,12055642,725.62097168,LINCOLN RD NE & RHODE ISLAND AVE NE,13,a6d22609e3a7544f668a4b12cf778f54,3035,,4966587
-8572603.70318872,4714857.71009187,11039062_12039062_15065322,11039062,0,GALLATIN ST NW & GALLATIN ST NE & NORTH CAPITOL ST BN,13,2a1eaeb17b60a7184db5e8a72061f849,5195,,4966597
-8576348.66192473,4708738.06379808,11031202_11068382,11031202,120.94200134,DUPONT CIR NW & P ST NW,13,e9582486b8823b2b2ff4a372424b407f,1195d,,4966611
-8574612.22355339,4707923.46201587,11001102_11059602,11059602,1513.77404785,MASSACHUSETTS AVE NW & 11TH ST NW,13,fe86de764cf50b6d7b378434cab13800,2109,,4966612
-8574040.15332063,4706482.84807912,11000702_11048162,11048162,627.08300781,INDIANA AVE NW & 7TH ST NW,13,66ef4cbd78c8a6b8c175555e128f69b7,2060,,4966616
-8568954.3313774,4712096.30101734,12002002_12061422,12002002,1980.69897461,20TH ST NE & MONROE ST NE,13,10d1e493ae4915f8ef865fed6022ae79,3173,,4966628
-8572269.13239419,4696506.47795762,13000102_14039392_15081252,15081252,7624.80322266,SOUTH CAPITOL ST BN & 1ST ST SE & GALVESTON ST SW,13,279f59f2d73d4fe01e0090cf11b71d68,4182,,4966633
-8582471.86634867,4709932.4493411,11057912_11088462,11088462,2615.61499023,V ST NW & MACARTHUR BLVD NW,13,802f7f009424c3636f38bae99059276b,6101,,4966661
-8582154.12819106,4713712.81294056,11004802_11036852_11059602,11036852,1130.17297363,FORDHAM RD NW & 48TH ST NW & MASSACHUSETTS AVE NW,13,9f06c464795d29480ae42e50b0153773,6242,,4966665
-8577335.4962171,4710724.85554566,11020022_11025152,11025152,2734.83496094,CONNECTICUT AVE NW & CALVERT ST NW,13,b3108bec25eddeb24db84dd2dc5f6864,6064,,4966673
-8571040.94309855,4703994.22425645,13000802_13057852,13057852,1226.09399414,M ST SE & 8TH ST SE,13,bdecb8d2b809ae843d9755c859e39d72,4027,,4966688
-8576243.60382868,4707300.56125253,11001802_11069812,11069812,2992.64599609,PENNSYLVANIA AVE NW & 18TH ST NW,13,71e97dc5369f0ec2adcdc955402a1ab6,1098,,4966710
-8574039.83256606,4706005.32283849,11000702_11058242,11058242,582.10699463,MADISON DR NW & 7TH ST NW,13,85283dd465118b009593d9a14095ed28,1001,,4966719
-8574978.58418348,4707355.68277508,11042442_11064672,11042442,1944.01403809,H ST NW & NEW YORK AVE NW,13,d1d95452db0f5bf677473cff8353670a,2135a,,4966722
-8570906.6914037,4706104.94060303,12000902_12059602,12000902,158.83399963,9TH ST NE & MASSACHUSETTS AVE NE,,2d90dbf6b731f2a97fda9dd07b08c9cf,3090,,4966731
-8574568.5626849,4718208.38028834,11027042_11040042,11027042,592.50799561,DAHLIA ST NW & GEORGIA AVE NW,,4403721da1d2506077ffe4d25dd0e009,5122,,4966744
-8567140.00946265,4704531.71948933,13038612_13061162,13038612,2176.57592773,G ST SE & MINNESOTA AVE SE,13,2092f3a606d47e59b86184ea3add8468,4240,,4966746
-8568502.81400994,4707094.39448852,12002402_12015342,12002402,327.90701294,24TH ST NE & BENNING RD NE,13,bfe4fc8e43744023ec5f289cef0f7eda,3135,,4966760
-8573264.66260231,4715472.71048328,11051352_11061362,11061362,553.00299072,MISSOURI AVE NW & KANSAS AVE NW,13,794dce8cef025bad624eca070a873b5a,5153,,4966764
-8577226.23079894,4707658.49172692,11064222_11091262,11091262,334.57000732,WASHINGTON CIR NW & NEW HAMPSHIRE AVE NW,14,b50d0b2072e00c27c792c77852f9b75f,1197a,,4966770
-8569391.49731523,4713021.18326392,12001802_12079562_12081442,12081442,3248.26293945,SOUTH DAKOTA AVE NE & 18TH ST NE & SHEPHERD ST NE,13,73137ac5903a97c55cb812e93c6ddb75,3202,,4966775
-8570782.28930142,4707387.53042441,12001002_12042442,12042442,1424.18798828,H ST NE & 10TH ST NE,13,69f16f776b126a78a042178018446694,3092,,4966777
-8570658.58260362,4703997.42652206,13001102_13057852_36005502,13057852,1524.21594238,M ST SE & 11TH ST SE & Ramp-36005502,13,d724e44c26e2f7bb110cde79dd4ad448,4039,,4966787
-8575242.98717808,4711820.29096622,11001402_11061422,11001402,4551.24023438,14TH ST NW & MONROE ST NW,13,48da34982e996543c90dbd3ebed46cbd,5070,,4966794
-8573625.08958069,4710414.59600995,11000402_11024372,11024372,102.27700043,COLLEGE ST NW & 4TH ST NW,13,359d8a89455578b847907d0ded6a48c8,3459,,4966809
-8580951.33239232,4711690.43139851,11020992_11064412,11020992,3012.18798828,CATHEDRAL AVE NW & NEW MEXICO AVE NW,13,9e38c32f1d63c0193a59a668104852a3,6120,,4966814
-8570300.30008516,4705584.13797446,13001302_13047972_13052262,13052262,221.33900452,KENTUCKY AVE SE & INDEPENDENCE AVE SE & 13TH ST SE,13,b8c627c1d26d27f96e7a235c6a1da28a,4044,,4966840
-8576796.91147357,4706428.86490893,11002102_11019822,11019822,1271.51000977,C ST NW & 21ST ST NW,13,7404129baf31a8f495261f5c4f4aedd6,1132,,4966851
-8575210.30949529,4711158.36067839,11001402_11043742,11043742,1052.19897461,HARVARD ST NW & 14TH ST NW,13,ccdbfccb5bdfc7deeff1d87d59e7828d,5062,,4966868
-8570510.07908721,4714169.76777975,12001202_12081442,12081442,4497.54101563,SOUTH DAKOTA AVE NE & 12TH ST NE,13,bed0dacff672db8446692c285ee47ba3,3200,,4966883
-8578974.64612989,4716089.65966443,11017812_11060642_11063762,11063762,4157.57421875,NEBRASKA AVE NW & BROAD BRANCH RD NW & MILITARY RD NW,13,b40f9b88e3d48f296b2b387a27964dce,6114,,4966887
-8574610.61910192,4709314.96172964,11001102_11089442_47050102,47050102,47.55400085,Alley-47050102 & 11TH ST NW & VERMONT AVE NW,13,f0f093f4fb14a0e47ddbb8f407c47685,2116a,,4966938
-8574493.53402567,4707870.53956232,11001002_11059602,11001002,1276.37097168,10TH ST NW & MASSACHUSETTS AVE NW,,0767042ced621609ea08449be35aeba7,2095,,4966945
-8568688.45047279,4706011.5882081,12002202_15031912A,15031912A,332.97000122,EAST CAPITOL ST BN & 22ND ST NE,13,bdf11f38a8644c425516c85b14b9248e,3435,,4966959
-8569262.80646466,4711018.02515612,12001802_12038092,12001802,1782.96105957,18TH ST NE & FRANKLIN ST NE,,2c8f4765b9d5032484311d742a63d6c7,3156,,4966962
-8569210.78575635,4709821.65210934,12061552A_12061552A_12064672_36004822,12061552A,51.80400085,MONTANA AVE NE & NEW YORK AVE NE & Ramp-36004822,13,be28cd7533a0503bf283c1926dcda44f,3185,,4966963
-8569691.3714596,4698152.57166818,13081512_58013302,58013302,0,Driveway-58013302 & SOUTHERN AVE SE,13,747a78ce658dc641dadd59856297763f,4274,,4966995
-8574906.36456451,4716331.66497333,11001302_11069682,11069682,1666.77502441,PEABODY ST NW & 13TH ST NW,,313c7fcb1441dce12ca58a149b68c41f,5048,,4967020
-8575179.23753083,4710758.32985297,11001402_11033862,11033862,837.01000977,EUCLID ST NW & 14TH ST NW,13,c31763b13d07804ca343fad9da1b7f2a,5057,,4967025
-8569416.88206884,4713491.18016824,12001802_12089112,12001802,3708.31396484,18TH ST NE & VARNUM ST NE,13,b5465a6ad5d74dda61c37fdfe74cbc9f,3163,,4967042
-8573124.1172723,4705022.71988334,14000202_14089892_36000312,36000312,457.88000488,Ramp-36000312 & VIRGINIA AVE SW & 2ND ST SW,13,d575fe61463502bc7ed641100aff0d1e,2177,,4967054
-8569459.44246514,4706611.96545608,12001702_12026912,12026912,2456.57397461,D ST NE & 17TH ST NE,13,ee962bd39f1e95fdf1fb19878a4e6501,3120,,4967057
-8569274.1156559,4711314.55325313,12001802_12075462,12001802,2014.9050293,18TH ST NE & RHODE ISLAND AVE NE,13,e1e2a9d8902d17cecdd3a22000df51fc,3190,,4967065
-8574907.74525922,4710567.06243002,11001302_11024112,11024112,231.40600586,CLIFTON ST NW & 13TH ST NW,,a34a471c6a35061586ca060c4eb3ad2d,5032,,4967069
-8573816.42665257,4708165.86947879,11000602_11057852,11000602,1506.26000977,6TH ST NW & M ST NW,13,7d944cc9b76329737b3f2a0d1a0d8b67,2048,,4967070
-8577112.07497045,4707693.23052518,11069812_11091262,11069812,3734.86401367,PENNSYLVANIA AVE NW & WASHINGTON CIR NW,13,b6ee9d200c1be536ec51d57fabf455d5,1378,,4967099
-8578595.62691464,4708220.65331763,11072472_11094052,11072472,0,PROSPECT ST NW & WISCONSIN AVE NW,13,b4c803909179586dc6e0a6b596e35095,6158,,4967109
-8569531.06074705,4713185.05976824,12081442_12084892,12084892,1991.97900391,TAYLOR ST NE & SOUTH DAKOTA AVE NE,13,bb1c1f89339ba3ef085eb80713e72c26,3213,,4967110
