X,Y,INTERSECTIONID,ROUTEID,MEASURE,INTERSECTIONNAME,GRADE,INTERSECTIONKEY,ACISA,SE_ANNO_CAD_DATA,OBJECTID
-8574689.54499029,4711604.23676887,11001102_11052322,11052322,1066.89697266,KENYON ST NW & 11TH ST NW,13,42c6bf548959a605cb811ea0f0e759c6,5028,,4895430
-8573643.41906181,4710611.19661337,11000402_11046672_11060182,11060182,491.63000488,MCMILLAN DR NW & HOWARD PL NW & 4TH ST NW,13,0354bbc7d80bc42167c1382bb2b03e3a,3240,,4895444
-8572256.40500138,4707718.39692461,12000102_12050892,12000102,1337.4510498,1ST ST NE & K ST NE,,40736cafb4216780e39074395946fe5a,2161,,4895449
-8575244.55811994,4712663.6944422,11001402_11081832,11081832,690.7880249,SPRING RD NW & 14TH ST NW,13,b65e64d79d058905a412a01497125dc7,5071,,4895463
-8574898.93372156,4708585.28047894,11001302_11065842_36000032_36001452,36000032,0,Ramp-36000032 & Ramp-36001452 & O ST NW & 13TH ST NW,13,62f4b95771fa91f26711777f2a3bbfbb,2247,,4895470
-8570584.55423008,4709131.27991647,12062462_36005422,12062462,118.13300323,MOUNT OLIVET RD NE & Ramp-36005422,13,158563882ccef9690324d10e86bc679d,3176,,4895473
-8575167.45408975,4710604.13482273,11001402_11024112,11024112,431.38800049,CLIFTON ST NW & 14TH ST NW,13,a4b57f457231043a2a4fceb0a6596f56,5054,,4895477
-8581193.70973378,4712738.16155253,11063762_11090702*1,11063762,1123.33398438,NEBRASKA AVE NW & WARD CIR NW,13,b99df8c28614c2005b59b74c7e133275,6157,,4895497
-8580470.29422538,4714213.88009636,11009492_11094052,11009492,2347.75708008,ALBEMARLE ST NW & WISCONSIN AVE NW,13,fe95b644f0cbdfef91948d510c084a4d,6130,,4895507
-8574493.48943372,4708165.92410995,11001002_11057852,11001002,1505.59802246,10TH ST NW & M ST NW,,de37d14cb54cc657a2cc62fcf07f38c2,2094,,4895508
-8574898.30945412,4709374.02800221,11001302_11077672,11077672,1675.67797852,S ST NW & 13TH ST NW,,ac02475e34996a5264fdf0de04c52ab3,2144,,4895517
-8570851.88801504,4714500.31724103,12028602_12081442,12081442,4867.12207031,SOUTH DAKOTA AVE NE & DELAFIELD ST NE,13,cb89ca0dcf6a35f2c86814c6e5b090c3,3206,,4895521
-8577593.28568896,4707236.52419679,11002502A_11089892,11089892,1384.61303711,VIRGINIA AVE NW & 25TH ST NW,13,07bd60c2e25615a823ba1f9e7b2abe43,1187,,4895524
-8583526.09304885,4710906.34432175,11010922_11020212,11020212,4153.49804688,CANAL RD NW & ARIZONA AVE NW,,189b9169085b2c0f7e1e2df3ec0fdc9c,6057,,4895530
-8577082.43339147,4707695.76195819,36001812_36003882_36004902_36004922,36004902,0,Ramp-36004902 & Ramp-36001812 & Ramp-36003882 & Ramp-36004922,13,2a6c8968e3fe696f69ca8b166046cb5c,1196,,4895536
-8580739.85508294,4712385.47125489,11059602_58001342,11059602,7266.0390625,MASSACHUSETTS AVE NW & Driveway-58001342,13,2a7d9608f22d6d3ffe610a14488b770b,6103,,4895538
-8573402.22124971,4708056.53279569,11000402_11064672_15048463,15048463,5586.58691406,INTERSTATE 395   BN & NEW YORK AVE NW,13,7e620166e9c84a7d1b94a3850241b407,3012,,4895541
-8572408.78577591,4705222.99964152,13026912_13064282,13064282,291.35501099,NEW JERSEY AVE SE & D ST SE,,4a1d4719364402ca3d06c73b8e4b522a,2235,,4895555
-8571040.09491034,4706216.88517055,12000802_12025352,12000802,245.50300598,8TH ST NE & CONSTITUTION AVE NE,,cbbab17c6031d1c14645c8145fbedc60,3078b,,4895560
-8575446.61077939,4709374.58200013,11001502_11077672,11077672,2102.85498047,S ST NW & 15TH ST NW,13,2c25166c3a8fb23baa3d58672b4aef1f,1046,,4895562
-8572558.11601825,4714092.25090842,11076702_12043812_15065322,11076702,0,ROCK CREEK CHURCH RD NW & HAWAII AVE NE & NORTH CAPITOL ST BN,13,cc60300233f360e7ab14387780e8f873,5197,,4895568
-8573601.71719396,4718055.37348423,11000402_11021322,11021322,291.54699707,CEDAR ST NW & 4TH ST NW,,26c6b30cd56ae19a2d8b35edfd5d2faf,5009,,4895596
-8574649.36073339,4714733.26650902,11011052_11040042,11011052,1604.89501953,ARKANSAS AVE NW & GEORGIA AVE NW,13,40662f2780663d5179ce691a2044910a,5128a,,4895606
-8572194.53872392,4708676.24609378,12000102_12032172_12036722,12036722,367.42001343,FLORIDA AVE NE & ECKINGTON PL NE & 1ST ST NE,13,fb2ba4911387fac685c89c4a14de8836,3030,,4895639
-8575651.40958359,4716394.49822245,11001602_36004032_36004042,36004032,0,Ramp-36004032 & 16TH ST NW & Ramp-36004042,13,06a8aa0c3e22019e760030e0d51685eb,5239,,4895640
-8578069.73883069,4708107.85557226,11002902_11057852_11069812,11069812,4433.54882813,PENNSYLVANIA AVE NW & 29TH ST NW & M ST NW,13,4160c6f3ff10cfd4469cd16f79a77f87,6011,,4961921
-8568679.72559839,4700363.37262806,13002302_13009362,13009362,2486.9050293,ALABAMA AVE SE & 23RD ST SE,13,3e5051c57aca488d1e68d01660dfa1f6,4088a,,4961969
-8574040.48007234,4708584.7158219,11000702_11065842,11065842,1103.88098145,O ST NW & 7TH ST NW,13,9e88e2933a8113908bbc9be90dae5c80,3022,,4961971
-8570514.23493403,4713491.75713096,12001202_12089112,12001202,3746.72094727,12TH ST NE & VARNUM ST NE,13,66e398cc4b40cd851adea3366307a257,3101,,4961973
-8575995.04537428,4707118.58580522,11001702_11038612,11001702,937.24298096,17TH ST NW & G ST NW,13,0af5b4543da21f114e218c024988252e,1062,,4961974
-8574801.88328353,4708950.08991818,11072862_11089442,11089442,980.41699219,VERMONT AVE NW & Q ST NW,13,3a9834f3b38911343dafd15d6394d905,2155,,4961979
-8574202.5429504,4711653.30740348,11040042_11052322,11052322,684.78497314,KENYON ST NW & GEORGIA AVE NW,13,e0db12969f35fa53cb3207a82716bc46,5136,,4961998
-8576605.7210759,4705488.58972924,14047972_14092362,14047972,3151.65209961,INDEPENDENCE AVE SW & WEST BASIN DR SW,13,162eb51b8dcbb70af66762176ea9e42c,1253,,4962000
-8575657.93801884,4713044.29352298,11001602_11079562,11001602,4445.96777344,16TH ST NW & SHEPHERD ST NW,13,6876e214c71792da2ef446043b8b365f,5083a,,4962010
-8576237.24911395,4709908.00201715,11001802_11019892,11019892,107.40399933,CALIFORNIA ST NW & 18TH ST NW,13,372e5bbe388665f1ac93296dfa162a51,1233,,4962022
-8577526.79071647,4707237.19086817,11002502_11064222,11002502,212.91900635,25TH ST NW & NEW HAMPSHIRE AVE NW,13,c7b5bacb56dccd965cad5254ba1b5100,1187a,,4962025
-8579082.21035527,4709461.42374693,11077672_11094052,11077672,3988.93310547,S ST NW & WISCONSIN AVE NW,13,0b56ed21fdb94cea77bf609468b67886,6249,,4962028
-8571146.12486433,4699266.96179444,13000702_13009362,13009362,315.54299927,ALABAMA AVE SE & 7TH ST SE,13,0c6d9a16c951d6c8280f464ab68aab6f,4223,,4962039
-8574156.41923562,4706805.7452853,11000802_11031332,11000802,148.63999939,8TH ST NW & E ST NW,13,6ef7021d4f15ab724ee56b77234b89ef,2067,,4962090
-8571428.02801497,4705900.96059589,12000602_13000602_15031912,13000602,0,6TH ST SE & 6TH ST NE & EAST CAPITOL ST BN,13,7764879c6009a8756e62b6cd92f440ca,4064,,4962109
-8572495.38642223,4713422.58734436,11043292_12023852_12037052_15065322,12037052,0,FORT DR NE & HAREWOOD RD NW & CLERMONT DR NE & NORTH CAPITOL ST BN,13,5e4f0096d553c63bd9f20527ed980608,5196,,4962110
-8584022.99820093,4712465.05309175,11057002_11057912_11065712,11065712,0,NORTON ST NW & LOUGHBORO RD NW & MACARTHUR BLVD NW,13,5371145f02d22730f734db40b26b223b,6097,,4962112
-8566937.91780427,4700910.92386054,13017352_13081512,13017352,2549.14697266,BRANCH AVE SE & SOUTHERN AVE SE,13,d0bfee0911ba9af6fd6148a7695633f7,4103,,4962146
-8578756.80501439,4708672.07365039,11068382_11094052,11068382,4535.99902344,P ST NW & WISCONSIN AVE NW,13,abf9242e68cb1ec538afa12974afd804,6147,,4962148
-8574168.29045486,4711350.02368511,11040042_11045762*1,11045762,327.54299927,HOBART PL NW & GEORGIA AVE NW,14,13b853f155997ba9d1f24b7cb376a979,5121,,4962151
-8580382.80484717,4714012.74195643,11085182_11094052,11085182,103.98000336,TENLEY CIR NW & WISCONSIN AVE NW,13,64574d26359f92081d737caeb20e4e7e,6156e,,4962156
-8571654.91137629,4708381.34487887,12000402_12036722,12036722,846.13098145,FLORIDA AVE NE & 4TH ST NE,,0d5e5000fedd3f13f32785b72619a20f,3060,,4962158
-8564724.42758851,4705896.36128648,13085542_15031912,13085542,2238.86694336,TEXAS AVE SE & EAST CAPITOL ST BN,,8c8c6fe6149ff7b402dfd340679678c9,4178a,,4962171
-8572609.91528364,4707552.57966459,15065322_58019232,58019232,172.43600464,Driveway-58019232 & NORTH CAPITOL ST BN,13,bf872c31587e9701932e3a10b369c06b,2218,,4962178
-8574040.70733431,4709374.05200816,11000702_11077672,11077672,1007.3449707,S ST NW & 7TH ST NW,13,afde745b5390da6d721bad7489f401bc,3026,,4962179
-8573290.65314054,4705580.2926972,14000302_14047972,14047972,530.47601318,INDEPENDENCE AVE SW & 3RD ST SW,13,53769e5d2124062bdef5e3718f2dadca,2182,,4962188
-8573121.76051418,4705221.65507411,14000202_14026912_36001872,14026912,150.21800232,D ST SW & Ramp-36001872 & 2ND ST SW,13,12875ae0fab9f5dd77054689a4115ab1,2176,,4962201
-8569905.55195748,4705586.63818338,13047972_13059602,13047972,2108.06591797,INDEPENDENCE AVE SE & MASSACHUSETTS AVE SE,,09febe458f54f0360ea5d97602587d54,4046,,4962216
-8564875.71816517,4702973.49041346,13019792_13081512,13019792,0,BYERS ST SE & SOUTHERN AVE SE,13,87620dc518efdb3b271e99b8b8a2af3e,4154,,4962260
-8572444.32470111,4706447.3643375,12019822_12028662_58010262,12028662,184.85600281,DELAWARE AVE NE & C ST NE & Driveway-58010262,13,e1e2a18ed6e9d08b966463dec03a1472,2166,,4962275
-8564487.02778602,4703563.3270312,13004432_13075662,13075662,2395.35302734,RIDGE RD SE & 44TH PL SE,13,f3c83b84db04390d9bca2bbcbb3eefc8,4149a,,4962286
-8575649.5837442,4717823.67471508,11001602_11058482,11001602,8152.22900391,16TH ST NW & MAIN DR NW,13,e7054e290973a32b8cd8012e59ac0b1e,5108,,4962301
-8573245.88465411,4708125.5817156,11064282_11064672,11064282,1531.81799316,NEW JERSEY AVE NW & NEW YORK AVE NW,,19dcb354c635640e7c5b666e7a0e3290,3045,,4962307
-8570254.76946894,4709458.04860907,12051742_12064672,12064672,2006.35205078,NEW YORK AVE NE & KENDALL ST NE,13,03523ac053d9b4c050f30be70dffe356,3183,,4962333
-8575651.3434754,4716635.643539,11001602_11037572,11001602,7231.12011719,16TH ST NW & FORT STEVENS DR NW,13,eae679d142a84178d2efce2059db0624,5090,,4962352
-8570756.66664897,4710568.40411886,12001002_12018722_12075462,12018722,447.95800781,BRYANT ST NE & 10TH ST NE & RHODE ISLAND AVE NE,,8df64fc67e4c1a9c0bf292ca4032d09c,3186,,4962367
-8572608.58694716,4708902.84560383,11036722_12036722_15065322,12036722,0,FLORIDA AVE NE & FLORIDA AVE NW & NORTH CAPITOL ST BN,13,879314a7991a6047f34407e379ba1e9e,3037,,4962372
-8571040.67093784,4705096.56957193,13000802_13069812,13069812,834.58001709,PENNSYLVANIA AVE SE & 8TH ST SE,13,34f15beb8ac251d82eb5f74cd211c737,4028,,4962386
-8570299.53127754,4707387.42833772,12001302_12042442,12001302,1158.14697266,13TH ST NE & H ST NE,13,1a0f746ff9415ac89fdf964a5367254e,3105,,4962389
-8574457.06166151,4710919.35158624,11034582_11080082,11034582,359.60598755,FAIRMONT ST NW & SHERMAN AVE NW,13,70f24c9924395b690a4129b0aaccbcd8,5170,,4962400
-8574611.80003554,4711185.56160599,11001102_11043742,11043742,581.25701904,HARVARD ST NW & 11TH ST NW,13,958129b9eca3aaf92ad09f3c39ee9a56,5026,,4962412
-8569123.74182864,4712683.65637278,12074032_12081442,12081442,2913.29711914,SOUTH DAKOTA AVE NE & QUINCY ST NE,13,8ea1f3a342e9481523e867780acec668,3211,,4962426
-8575449.09722547,4708316.73367102,11001502_11044812,11044812,221.45399475,HIGHLAND TER NW & 15TH ST NW,13,33d1e014ad998e22bd40b2070afc61b7,1041,,4962427
-8576859.20352479,4709896.4603129,11025152_11094832,11094832,508.88000488,WYOMING AVE NW & CONNECTICUT AVE NW,13,a8640753bbbaf315c09f384eabad9d20,1385,,4962436
-8578869.73941877,4708091.76252935,11057852_11071952,11071952,178.81799316,POTOMAC ST NW & M ST NW,13,d47101360d165d9c7b76d15acf52f178,6238,,4962444
-8568533.01013721,4709837.63169141,12015992_12064672,12015992,2146.87011719,BLADENSBURG RD NE & NEW YORK AVE NE,13,06e2fc6c9cfe39f40ef42c606ea170df,3180,,4962448
-8571174.3938349,4707387.95398253,12000702_12042442,12042442,1118.64697266,H ST NE & 7TH ST NE,13,900b93bc58fc89418e83c80a920d2e6b,3079,,4962450
-8570657.26589136,4707833.27899118,12001102_12036722,12036722,1732.27600098,FLORIDA AVE NE & 11TH ST NE,13,55c591e5d836bd8c8551874e1926500d,3456,,4962465
-8572256.17706002,4708165.54958063,12000102_12057852,12000102,1684.4510498,1ST ST NE & M ST NE,,9570f0a3e7e4185c835b211ef17a6400,2162,,4962470
-8573082.49413688,4709161.85789463,11036722_11074162*1,11036722,420.40301514,FLORIDA AVE NW & R ST NW,14,7e97b7c7824c206ef124963bcda3454a,3454,,4962504
-8573120.01823791,4715411.57436305,11000202_11061362,11061362,430.80801392,MISSOURI AVE NW & 2ND ST NW,,814a9879abbb0e407705b2d826d8b50e,5252,,4962548
-8579549.96847522,4715620.92061299,11025152_11047452,11025152,6905.65283203,CONNECTICUT AVE NW & HUNTINGTON ST NW,13,166d2614f459eb1a7c355f3b7f05d833,6069,,4962560
-8579916.33442965,4710584.44883527,11020022_11086972,11020022,1628.91601563,CALVERT ST NW & TUNLAW RD NW,13,f282b412ba67d782f8910dde0f29356f,6056,,4962586
-8579617.63373437,4711297.09460561,11003632_11039522,11003632,433.4039917,36TH PL NW & GARFIELD ST NW,13,6967cd914095d87ac40c0a5ca7f5f405,6107,,4962592
-8578464.32919605,4713220.90043967,11025152_11086122,11086122,976.52697754,TILDEN ST NW & CONNECTICUT AVE NW,13,9ffd6c77bfa52280d8e16dd8a43126f4,6081,,4962610
-8576237.99703599,4709788.41965297,11001802_11087232_11089632,11087232,2438.26806641,U ST NW & 18TH ST NW & VERNON ST NW,13,702278c3d81363d67e1fece44d997e15,1101a,,4962628
-8576385.23497934,4708809.45116291,11031202_11064222*1,11031202,185.61399841,DUPONT CIR NW & NEW HAMPSHIRE AVE NW,13,47f02b12269a6e599a4da3afc1ac8996,1195e,,4962633
-8576598.13199467,4708394.90778178,11002002_11063182,11002002,1575.67102051,20TH ST NW & N ST NW,,295cd25af47de534ab6ade1a2f81440d,1254,,4962639
-8571827.8285883,4706613.61957444,12000302_12026912,12000302,553.16400146,3RD ST NE & D ST NE,,dd42c1ce07c0467b858a263670de7df4,3051b,,4962675
-8567492.1830717,4703125.44643222,13003102_13069812,13069812,3998.46801758,PENNSYLVANIA AVE SE & 31ST ST SE,13,eb0d7224dc7b9d373542d65da5ba20eb,4143,,4962678
-8574271.50015739,4707657.44003763,11000902_11050892_11064672,11050892,1294.84399414,K ST NW & 9TH ST NW & NEW YORK AVE NW,13,a50908df57f90d69ded9626315c7e4dd,2074,,4962685
-8574940.17994027,4708669.81021264,11056552_11089442*1,11089442,860.15600586,VERMONT AVE NW & LOGAN CIR NW,14,68c0bbf0f20a047412af1125bd9c8e09,2157h,,4962689
-8580275.96472486,4713766.46514753,11091192_11094052,11091192,700.45599365,WARREN ST NW & WISCONSIN AVE NW,13,3ae0083a4b7e46dcfb0fe597ee733091,6015,,4962704
-8575670.23820291,4707387.41532839,11001602_11042442,11001602,56.9620018,16TH ST NW & H ST NW,13,2c3f3fab58a593ee1aeb40f7be957c8b,1050,,4962739
-8570037.46945185,4704570.3865291,13069812_13071892A,13069812,1716.87902832,PENNSYLVANIA AVE SE & POTOMAC AVE SE,13,88a374681776e722a920815a2012d0c3,4049,,4962756
-8573817.12011574,4705580.40108669,14000602_14047972,14047972,940.80700684,INDEPENDENCE AVE SW & 6TH ST SW,13,b9a0b55e01d123d61e8d7b4f21589341,1201,,4962763
-8570514.7536358,4704819.96129988,13001202_13069812,13069812,1297.38500977,PENNSYLVANIA AVE SE & 12TH ST SE,,2583ba193cd4010221067d22f27252e0,4042,,4962778
-8574655.8904561,4715404.49574401,11047902_11052062,11047902,1923.99804688,ILLINOIS AVE NW & KENNEDY ST NW,13,ec9403ad454e19f0e4ed8d79814d1b2b,5149,,4962787
-8574611.06083859,4708867.5282931,11001102_11075462,11001102,1755.22705078,11TH ST NW & RHODE ISLAND AVE NW,13,451a412547dd648e33aae969c4b3fcfa,2113,,4962843
-8573555.11871462,4703733.46303314,14000402_14063182,14063182,470.07998657,N ST SW & 4TH ST SW,13,3cda25d04b0e25f9d4726b76ab9f6d1f,2194,,4962852
-8579154.30504515,4713207.22347593,11075272_11086122,11086122,1526.83703613,TILDEN ST NW & RENO RD NW,14,a18ee52add8be21d5727015657d52e77,6124,,4962857
-8578713.15431185,4716090.09957893,11003202_11060642,11060642,2933.95092773,MILITARY RD NW & 32ND ST NW,,2f2c01eb3cc286dfa0518b9269bd3156,6019,,4962884
-8572455.40543284,4697035.6810993,13027232_14027232_15081252,14027232,0,DANBURY ST SW & DANBURY ST SE & SOUTH CAPITOL ST BN,13,83245e27fa7e0094f961ac9cf1e68e0f,4290,,4962885
-8574908.11022634,4711455.39568496,11001302_11048752,11048752,2055.70703125,IRVING ST NW & 13TH ST NW,,5744a300792a85754e137738b14e0ca3,5041,,4962909
-8573816.50984354,4708738.05992458,11000602_11068382,11000602,1950.27001953,6TH ST NW & P ST NW,13,bc209e47943766d9691c3cbe9456aee7,3017,,4962964
-8577324.40685824,4707893.63263496,11002402_11053492,11002402,651.10797119,24TH ST NW & L ST NW,,37d75a5c902ca0eb98ee2e87a4fda211,1167,,4962968
-8577847.4935606,4707457.74338269,11002702_11047772,11002702,33.94800186,27TH ST NW & I ST NW,14,ed2d1325ea4ba55361e53ef8c3fd84e4,1174a,,4962977
-8574492.45506775,4705191.45650419,14001002_14026912_14054972,14054972,301.82598877,L'ENFANT PROMENADE SW & 10TH ST SW,13,0c81277236ccd57f8cd274e0220f4719,1214,,4962978
-8580988.40473825,4715662.19346015,11048362_11094052,11048362,1088.88793945,INGOMAR ST NW & WISCONSIN AVE NW,13,7f6a2815d0c65500d35d83be4594c880,6267,,4962987
-8570658.27117576,4705980.75871903,12001102_12031912_12059602,12031912,0,EAST CAPITOL ST NE & 11TH ST NE & MASSACHUSETTS AVE NE,,a2c03d332b0c09b7ab58dec52746205c,4222,,4962993
-8574441.28556004,4713349.85043911,11040042_11088012,11088012,1060.3380127,UPSHUR ST NW & GEORGIA AVE NW,13,0a87a6089c9dd10746382b0be0a2f186,5258,,4963001
-8576282.09765322,4708950.47487886,11064222_11072862,11072862,2692.84301758,Q ST NW & NEW HAMPSHIRE AVE NW,13,3c46fb8fb47b1b636451456b821e2a5b,1099,,4963018
-8579240.51895105,4708084.68024096,11057852_11097832,11097832,0,FRANCIS SCOTT KEY BRG NW & M ST NW,13,5c1f6c179e15f24d76894e4c706eb488,6092,,4963026
-8575886.31742977,4708492.31878186,11001702_11059602,11001702,2134.14404297,17TH ST NW & MASSACHUSETTS AVE NW,13,4bcb9541b6841f927ec73834c576a1bf,1075,,4963027
-8579896.67331819,4716387.31746406,11025152_11056292,11025152,7558.36523438,CONNECTICUT AVE NW & LIVINGSTON ST NW,13,bf574bdf59b1b3e2dc74b2f2a7027079,6071,,4963039
-8574610.73487916,4707549.51499871,11001102_11047772*1,11047772,1355.5949707,I ST NW & 11TH ST NW,13,0dc7bc87f246b4c9a7eb748a4685d468,2106a,,4963056
-8571665.30131876,4705423.64779143,13000402_13069812_13079172,13069812,285.45498657,PENNSYLVANIA AVE SE & 4TH ST SE & SEWARD SQ SE,13,ff47a57adf315f9090795217301e0f8c,4013,,4963071
-8580327.90805025,4714042.0172741,11037052_11063762*1,11063762,2250.81396484,NEBRASKA AVE NW & FORT DR NW,13,ed57f783445b627bd34872c76bb9295e,6156c,,4963075
-8579691.3372511,4709160.21454574,11003702_11075332_11094002,11003702,310.86999512,37TH ST NW & RESERVOIR RD NW & WINFIELD LN NW,,bf6f3ccd5e9065dba254a9038c3b9ea0,6241,,4963076
-8580302.31155989,4716904.07019226,11067142_11092692,11067142,1380.72802734,OLIVER ST NW & WESTERN AVE NW,13,9279e216749caec16fe8693e72dd3c4f,6235,,4963086
-8574609.96805164,4707407.98554072,11001102_47089432,47089432,89.88600159,PALMER ALY NW & 11TH ST NW,13,070704abfcf4a5deaa406d0f96ff4aff,2274,,4963096
-8566306.47819076,4706023.13531321,12010272_12031912_12061162_36003512,12010272,410.04501343,AMES ST NE & Ramp-36003512 & EAST CAPITOL ST NE & MINNESOTA AVE NE,13,ea18e97ca9b8d5ca83e7a96186afc9ae,4230,,4963146
-8575026.26249574,4706715.56160662,11001352_11069812,11069812,1670.39001465,PENNSYLVANIA AVE NW & 13 1/2 ST NW,13,3839ef5f581fcfe942f310576883766a,1007,,4963148
-8568191.69842716,4701813.47656651,13002502_13059032,13059032,2125.72705078,MARION BARRY AVE SE & 25TH ST SE,,864fd4818301eb3bb97f72539f54dfe4,4117,,4963152
-8574906.56592765,4716160.29422676,11001302_11061362,11061362,1932.68505859,MISSOURI AVE NW & 13TH ST NW,,cf69bd6ae7e4b9a7cb35eb7cb8347383,5045,,4963181
-8569459.61974974,4705583.60855562,13001702_13047972,13001702,245.39399719,17TH ST SE & INDEPENDENCE AVE SE,13,b79ff0bb5e94e6943567f19f6e79be43,4052,,4963204
-8576549.14941898,4708950.7512067,11072862_21025151,21025151,206.34599304,CONNECTICUT AVE NW Service Rd & Q ST NW,13,f62106aebf9ae797473afeafd61f25bf,1130a,,4963205
-8573816.34906155,4709162.02540959,11000602_11074162,11000602,2279.24389648,6TH ST NW & R ST NW,13,8308fb3f3766d29238855a14035fd968,3019a,,4963213
-8573038.46121143,4707387.24617111,11042442_11064282,11064282,936.33398438,NEW JERSEY AVE NW & H ST NW,,19e79ec7ea8098958d454e828e6bf4ae,2152,,4963216
-8575992.30402911,4707550.33187087,11001702_11047772,11001702,1272.3470459,17TH ST NW & I ST NW,13,c92445aa1ee6ecd6ed173f387c12b949,1070,,4963223
-8573707.97623251,4707547.74465719,11000502_11047772,11000502,723.74499512,5TH ST NW & I ST NW,13,309823f2ea8ca3c9a7d9cc106e1d00ce,2035a,,4963227
-8569621.62264339,4705583.70594516,13001602_13047972,13001602,245.31500244,16TH ST SE & INDEPENDENCE AVE SE,13,afff4a2c58b6ae42913dccac87295456,1393,,4963235
-8574493.92818321,4707567.87391012,11001002_11064672,11001002,1041.4909668,10TH ST NW & NEW YORK AVE NW,,a33b04ad0af2a742dc6c158f18e12226,2096,,4963244
-8573816.66491736,4704961.47712252,14000602_14031332_36001862_36003842,14031332,749.05102539,E ST SW & Ramp-36001862 & Ramp-36003842 & 6TH ST SW,13,0dec0a307e13d998d73d431f305d20df,1200,,4963256
-8574898.4825539,4709790.461764,11001302_11087232,11087232,1394.59594727,U ST NW & 13TH ST NW,,e22b6cf4c8b492df313019a6f36f2f04,2146,,4963259
-8567372.93296754,4704184.9395294,13061162_13074492,13074492,295.39099121,RANDLE CIR SE & MINNESOTA AVE SE,13,90f41b0c581ffa84db58e947e08a7f6f,4266,,4963261
-8568146.67082976,4703465.95315102,13002702_13069812,13069812,3423.81103516,PENNSYLVANIA AVE SE & 27TH ST SE,13,96cc274acba5726e1663fdeedddfd576,4140,,4963262
-8572609.22784357,4704701.22061869,15081252_36002222,15081252,684.77502441,SOUTH CAPITOL ST BN & Ramp-36002222,13,b7d9eca0c778c8aa343af9f8bfc939c4,2222,,4963263
-8574898.45488107,4708950.29088616,11001302_11072862,11072862,1614.81604004,Q ST NW & 13TH ST NW,,469f493fd7200f0c81f1b71f8516598c,2142,,4963295
-8570779.60810348,4712002.58387024,12001002_12061422,12061422,449.875,MONROE ST NE & 10TH ST NE,13,e5e572afc3d44cb645b0a5d71ebd1a57,3168,,4963296
-8575278.04176084,4705946.89177307,11001502_11058242,11058242,1552.96594238,MADISON DR NW & 15TH ST NW,13,97202e7111006aed7957456c4be302d7,1243,,4963297
-8572455.40942119,4697236.31523558,13022552_14022552_15081252,15081252,7024.94091797,SOUTH CAPITOL ST BN & CHESAPEAKE ST SE & CHESAPEAKE ST SW,13,e41f0d0d95c24d018d6a52655b9ad315,4184,,4963304
-8572257.49977838,4705586.87990285,13000102_13047972_58011892,13000102,244.28300476,1ST ST SE & INDEPENDENCE AVE SE & Driveway-58011892,13,60732cc894df0d564188ee24fb027691,2208,,4963328
-8575656.2394457,4713959.05070471,11001602_11018782,11001602,5155.47509766,16TH ST NW & BUCHANAN ST NW,13,b90bccc56a94661f8755b99030e7b8b2,5278,,4963339
-8579748.32569351,4711104.44737908,11038412_11094052,11038412,960.79699707,FULTON ST NW & WISCONSIN AVE NW,13,6899807641bdaef4658a98cfa6da32bc,6280,,4963351
-8569997.51598631,4710873.22007203,12001402_12033932_12061552_12075462,12001402,1969.41601563,14TH ST NE & EVARTS ST NE & MONTANA AVE NE & RHODE ISLAND AVE NE,13,e511c5e4fa25ee17665736f480b74a5a,3189,,4963352
-8573121.10288896,4705363.28360977,14000202_14019822_36002582,14019822,267.34500122,C ST SW & Ramp-36002582 & 2ND ST SW,13,a359213dfe02affc43d1d2e9ef1151a2,2175,,4963395
-8574038.20163284,4709684.92966253,11000702_11036722_11040042,11036722,1268.43798828,FLORIDA AVE NW & 7TH ST NW & GEORGIA AVE NW,13,aa205ed493bcbe9cd86470c5178f5a46,2056,,4963397
-8575159.13578562,4707550.07152244,11001402_11047772,11047772,1782.96203613,I ST NW & 14TH ST NW,13,9c82b143451d141daf9c1946e579506e,1015,,4963399
-8575444.94065908,4709949.81766221,11001502_11088462,11088462,1878.80200195,V ST NW & 15TH ST NW,13,f6598f9229e00ac352f5a7a5470d9ac2,5080,,4963418
-8575244.22505827,4713349.05171412,11001402_11088012,11088012,1685.67004395,UPSHUR ST NW & 14TH ST NW,13,a207b32fcb13981ea28669a7ea48ab8f,5072,,4963425
-8573808.49883163,4711694.70354235,11052322_11090872,11052322,372.76098633,KENYON ST NW & WARDER ST NW,13,447642b85bc658f44bae5a79522a3b84,5179,,4963427
-8574269.02031731,4709020.19935255,11000902_11075462,11000902,2442.39794922,9TH ST NW & RHODE ISLAND AVE NW,13,2f3c62686bcc6e99f50f44079d40b612,2083,,4963465
-8569756.1765692,4709154.00123464,12035292_12092622,12092622,1476.00195313,WEST VIRGINIA AVE NE & FENWICK ST NE,,c2e802efd31b24b46e3b5126155baae6,3432,,4963479
-8574908.3456043,4712629.05141643,11001302_11051352_11073252,11051352,59.00299835,KANSAS AVE NW & QUEBEC PL NW & 13TH ST NW,13,35fdbec9c87e678b07ae1ebada8a5db8,5042,,4963520
-8580550.97077029,4714468.01952605,11004102_11017482_11094052,11004102,573.87298584,41ST ST NW & WISCONSIN AVE NW & BRANDYWINE ST NW,13,266feef429be0161a0848ff4734176ad,6131,,4963529
-8571374.69119205,4699396.89577326,13059452_13074292_13074552,13074292,0,RALEIGH PL SE & MARTIN LUTHER KING JR AVE SE & RANDLE PL SE,13,31e9b5fc1626d772f81f58034136f6ea,4126,,4963557
